Trail,P,V,Usafe,Pos,Loss,ChooseGamble,Judge,RT,Choice,session,seq,id
2,0.6,50,30,1,20,1,1,6.38240808320409,1,4,1,201
3,0.5,40,20,2,20,1,2,1.98293495119058,1,4,1,201
4,0.5,20,10,1,10,1,1,1.08302418803029,1,4,1,201
5,0.5,20,10,2,10,1,2,0.916430412371134,1,4,1,201
6,0.5,40,20,1,20,1,1,2.18316388787519,1,4,1,201
1,0.5,40,20,2,20,1,2,3.78269518064045,1,4,2,201
2,0.5,20,10,1,10,1,1,1.84963535489463,1,4,2,201
3,0.6,50,30,1,20,1,1,4.09932259830307,1,4,2,201
4,0.5,40,20,2,20,1,2,1.89964761426877,1,4,2,201
5,0.5,20,10,1,10,1,1,4.73233937368853,1,4,2,201
6,0.6,50,30,2,20,1,2,1.88298170787337,1,4,2,201
1,0.6,50,30,2,20,1,2,57.1091135617188,1,2,0,202
2,0.6,50,30,2,20,1,2,12.664749167503,1,2,0,202
3,0.5,40,20,1,20,1,2,2.21624024952103,0,2,0,202
4,0.5,20,10,1,10,1,2,2.73304243454064,0,2,0,202
5,0.5,40,20,1,20,1,2,1.54984205364474,0,2,0,202
6,0.5,20,10,2,10,1,1,3.99920884271508,0,2,0,202
1,0.6,50,30,2,20,1,2,5.9823131443299,1,2,1,202
2,0.5,20,10,2,10,1,2,2.14951390156008,1,2,1,202
3,0.5,40,20,1,20,1,1,2.08288534349056,1,2,1,202
4,0.5,40,20,2,20,1,2,2.59964761426877,1,2,1,202
5,0.5,20,10,1,10,1,1,1.916556712435,1,2,1,202
6,0.6,50,30,1,20,1,1,3.74939130781863,1,2,1,202
1,0.6,50,30,1,20,1,1,2.81637453243317,1,2,2,202
2,0.6,50,30,1,20,1,1,1.83297115910957,1,2,2,202
3,0.5,40,20,2,20,1,2,1.66633946492108,1,2,2,202
4,0.5,20,10,2,10,1,2,1.69972630234468,1,2,2,202
5,0.5,40,20,1,20,1,1,1.76651537268497,1,2,2,202
6,0.5,20,10,2,10,1,2,1.81643183787976,1,2,2,202
1,0.5,40,20,1,20,0,2,4.94918774518748,0,4,0,202
2,0.5,20,10,2,10,0,1,2.59948425098075,0,4,0,202
3,0.6,50,30,1,20,0,1,3.71612877474683,1,4,0,202
4,0.6,50,30,2,20,0,2,3.23277728993705,1,4,0,202
5,0.5,40,20,1,20,0,1,2.69975652312745,1,4,0,202
6,0.5,20,10,2,10,0,2,2.49940470759967,1,4,0,202
1,0.5,40,20,2,20,0,1,1.34967469893258,0,4,1,202
2,0.5,20,10,2,10,0,1,1.46642670604872,0,4,1,202
3,0.5,40,20,2,20,0,1,1.28301306906304,0,4,1,202
4,0.6,50,30,1,20,0,2,3.74945003877383,0,4,1,202
5,0.6,50,30,1,20,0,2,2.51646234376426,0,4,1,202
6,0.5,20,10,1,10,0,2,2.36620860322963,0,4,1,202
1,0.5,40,20,2,20,0,1,1.18326481388559,0,4,2,202
2,0.5,20,10,2,10,0,1,0.799899644193048,0,4,2,202
3,0.5,20,10,1,10,0,2,0.966442671745279,0,4,2,202
4,0.5,40,20,1,20,0,2,2.23311998220965,0,4,2,202
5,0.6,50,30,1,20,0,2,4.34942095839796,0,4,2,202
6,0.6,50,30,2,20,0,1,3.14955010947906,0,4,2,202
1,0.5,20,10,2,10,0,2,9.11526278936367,1,2,0,203
2,0.5,40,20,1,20,0,2,11.2152526967741,0,2,0,203
3,0.6,50,30,2,20,0,2,2.93277394538141,1,2,0,203
4,0.6,50,30,2,20,0,2,2.6660419144673,1,2,0,203
5,0.5,20,10,1,10,0,2,5.36593049684051,0,2,0,203
6,0.5,40,20,1,20,0,2,3.6993440387008,0,2,0,203
1,0.5,20,10,1,10,0,2,8.54868248941419,0,2,1,203
2,0.6,50,30,2,20,0,1,2.49944576288003,0,2,1,203
3,0.6,50,30,2,20,0,1,2.41624120034531,0,2,1,203
4,0.5,40,20,1,20,0,2,1.99941411662472,0,2,1,203
5,0.5,40,20,2,20,0,1,1.93313003702897,0,2,1,203
6,0.5,20,10,1,10,0,2,4.1326368686287,0,2,1,203
1,0.5,40,20,1,20,0,2,1.53285451503682,0,2,2,203
2,0.5,40,20,1,20,0,2,2.33274526418066,0,2,2,203
3,0.6,50,30,2,20,0,1,1.96631498458742,0,2,2,203
4,0.5,20,10,1,10,0,1,5.58257078212437,1,2,2,203
5,0.6,50,30,2,20,0,1,1.88324213889912,0,2,2,203
6,0.5,20,10,2,10,0,1,2.16625431500968,0,2,2,203
1,0.5,40,20,2,20,1,1,2.46640393622396,0,4,0,203
2,0.5,20,10,1,10,1,2,1.76641129184006,0,4,0,203
3,0.6,50,30,1,20,1,2,1.79977157675899,0,4,0,203
4,0.5,20,10,2,10,1,1,1.53313733562479,0,4,0,203
5,0.5,40,20,2,20,1,1,2.33293941823349,0,4,0,203
6,0.6,50,30,1,20,1,2,1.81626326719361,0,4,0,203
1,0.5,40,20,2,20,1,2,1.96622574784948,1,4,1,203
2,0.5,20,10,1,10,1,1,1.61618366688296,1,4,1,203
3,0.6,50,30,2,20,1,2,5.93225705654473,1,4,1,203
4,0.5,20,10,1,10,1,1,1.56658343606487,1,4,1,203
5,0.5,40,20,1,20,1,1,1.79960536264328,1,4,1,203
6,0.6,50,30,2,20,1,2,1.84957907629427,1,4,1,203
1,0.6,50,30,1,20,1,1,1.43285662478717,1,4,2,203
2,0.5,20,10,2,10,1,2,1.66632730096786,1,4,2,203
3,0.5,40,20,2,20,1,2,1.79967065086369,1,4,2,203
4,0.5,40,20,1,20,1,1,1.93298007369301,1,4,2,203
5,0.6,50,30,1,20,1,2,4.94917212255711,0,4,2,203
6,0.5,20,10,2,10,1,2,2.08289465731382,1,4,2,203
1,0.5,20,10,2,10,1,1,10.9817666251179,0,2,0,204
2,0.6,50,30,2,20,1,2,11.4483193842722,1,2,0,204
3,0.5,40,20,2,20,1,2,4.66586058997743,1,2,0,204
4,0.6,50,30,1,20,1,1,13.4648373040356,1,2,0,204
5,0.5,20,10,1,10,1,1,4.89931644088537,1,2,0,204
6,0.5,40,20,1,20,1,1,4.96590586407962,1,2,0,204
1,0.5,40,20,1,20,1,1,11.6818473658341,1,2,1,204
2,0.5,20,10,1,10,1,1,2.04957571209776,1,2,1,204
3,0.6,50,30,1,20,1,1,3.63270785887709,1,2,1,204
4,0.6,50,30,2,20,1,2,4.86591937788594,1,2,1,204
5,0.5,40,20,2,20,1,2,2.06649334402274,1,2,1,204
6,0.5,20,10,2,10,1,2,2.26628413661603,1,2,1,204
1,0.5,40,20,1,20,1,1,1.48314166916606,1,2,2,204
2,0.6,50,30,2,20,1,2,2.61616342468362,1,2,2,204
3,0.5,40,20,1,20,1,1,1.44966192676087,1,2,2,204
4,0.5,20,10,2,10,1,2,1.74975652340511,1,2,2,204
5,0.5,20,10,1,10,1,1,1.43300715832593,1,2,2,204
6,0.6,50,30,2,20,1,2,2.16621696672639,1,2,2,204
1,0.5,20,10,1,10,0,1,4.43281471488149,1,4,0,204
2,0.5,40,20,2,20,0,2,3.56602520752531,1,4,0,204
3,0.6,50,30,2,20,0,2,4.03273534265197,1,4,0,204
4,0.6,50,30,2,20,0,2,3.74943293331706,1,4,0,204
5,0.5,20,10,1,10,0,1,4.18283096566125,1,4,0,204
6,0.5,40,20,1,20,0,1,1.44981730702342,1,4,0,204
1,0.5,40,20,1,20,0,2,1.68294586152511,0,4,1,204
2,0.5,20,10,2,10,0,1,2.03300191246019,0,4,1,204
3,0.6,50,30,1,20,0,2,2.18284493562981,0,4,1,204
4,0.5,20,10,2,10,0,1,1.49975395749252,0,4,1,204
5,0.6,50,30,1,20,0,2,1.88280279764301,0,4,1,204
6,0.5,40,20,2,20,0,1,1.23314166916606,0,4,1,204
1,0.5,20,10,2,10,0,1,1.3498427950885,0,4,2,204
2,0.6,50,30,1,20,0,2,1.66633414340144,0,4,2,204
3,0.5,40,20,1,20,0,2,1.63302717244415,0,4,2,204
4,0.5,40,20,2,20,0,1,2.28282258368011,0,4,2,204
5,0.5,20,10,1,10,0,2,1.48293867696985,0,4,2,204
6,0.6,50,30,2,20,0,1,2.16622437936276,0,4,2,204
1,0.5,20,10,2,10,0,1,3.73276191410237,0,2,0,205
2,0.5,40,20,1,20,0,2,8.48215436302075,0,2,0,205
3,0.5,40,20,1,20,0,2,4.73261736769299,0,2,0,205
4,0.6,50,30,2,20,0,1,15.6314095071053,0,2,0,205
5,0.5,20,10,2,10,0,1,9.33197834141691,0,2,0,205
6,0.6,50,30,1,20,0,2,3.99936878550225,0,2,0,205
1,0.5,40,20,2,20,0,1,6.96572796080654,0,2,1,205
2,0.6,50,30,2,20,0,1,4.18267387479031,0,2,1,205
3,0.5,40,20,1,20,0,2,2.59974757122118,0,2,1,205
4,0.6,50,30,1,20,0,2,3.63277799382128,0,2,1,205
5,0.5,20,10,2,10,0,1,2.54953636810468,0,2,1,205
6,0.5,20,10,1,10,0,2,9.33199231138547,0,2,1,205
1,0.5,20,10,2,10,0,1,1.73297688055734,0,2,2,205
2,0.5,40,20,1,20,0,2,4.24950820008644,0,2,2,205
3,0.6,50,30,2,20,0,1,5.34939319018202,0,2,2,205
4,0.5,40,20,1,20,0,2,1.8996445925958,0,2,2,205
5,0.5,20,10,2,10,0,1,1.51652362179133,0,2,2,205
6,0.6,50,30,1,20,0,2,5.33257220763137,0,2,2,205
1,0.6,50,30,1,20,1,2,9.43209369344301,0,4,0,205
2,0.5,40,20,1,20,1,2,1.88308789904217,0,4,0,205
3,0.5,40,20,2,20,1,1,1.28327361409359,0,4,0,205
4,0.5,20,10,1,10,1,2,1.449687015684,0,4,0,205
5,0.5,20,10,2,10,1,1,1.06644402148068,0,4,0,205
6,0.6,50,30,2,20,1,1,2.63297214787411,0,4,0,205
1,0.5,20,10,2,10,1,2,1.28326335044322,1,4,1,205
2,0.6,50,30,1,20,1,1,3.88259723953421,1,4,1,205
3,0.5,40,20,2,20,1,2,2.76618207031513,1,4,1,205
4,0.5,40,20,1,20,1,1,1.01643381485059,1,4,1,205
5,0.5,20,10,1,10,1,1,1.18317878936823,1,4,1,205
6,0.6,50,30,2,20,1,2,3.53287703804735,1,4,1,205
1,0.5,20,10,1,10,1,1,1.79969374407702,1,4,2,205
2,0.6,50,30,2,20,1,2,2.38292624654885,1,4,2,205
3,0.6,50,30,1,20,1,1,0.983223208166216,1,4,2,205
4,0.5,40,20,1,20,1,1,1.26650537530178,1,4,2,205
5,0.5,40,20,2,20,1,2,0.883483904885612,1,4,2,205
6,0.5,20,10,2,10,1,2,0.966687327014726,1,4,2,205
1,0.5,20,10,2,10,1,2,6.4155649398265,1,2,0,206
2,0.5,20,10,1,10,1,1,14.248173640437,1,2,0,206
3,0.6,50,30,2,20,1,1,4.88252967050261,0,2,0,206
4,0.5,40,20,2,20,1,1,17.2311265724768,0,2,0,206
5,0.5,40,20,1,20,1,2,3.98280867073183,0,2,0,206
6,0.6,50,30,1,20,1,2,2.59948499283255,0,2,0,206
1,0.5,20,10,2,10,1,2,1.81652327966965,1,2,1,206
2,0.5,20,10,2,10,1,2,3.216115413608,1,2,1,206
3,0.6,50,30,1,20,1,1,0.883047129542093,1,2,1,206
4,0.6,50,30,2,20,1,2,1.31624188458867,1,2,1,206
5,0.5,40,20,1,20,1,1,2.59951863479765,1,2,1,206
6,0.5,40,20,1,20,1,1,1.61646534706534,1,2,1,206
1,0.5,20,10,1,10,1,1,1.19989342909699,1,2,2,206
2,0.5,20,10,1,10,1,1,1.39973696544913,1,2,2,206
3,0.6,50,30,1,20,1,1,2.23289876277397,1,2,2,206
4,0.5,40,20,2,20,1,2,2.29943629751357,1,2,2,206
5,0.5,40,20,2,20,1,2,2.23298030177413,1,2,2,206
6,0.6,50,30,2,20,1,2,1.06635564004694,1,2,2,206
1,0.5,40,20,2,20,0,2,2.83303492720221,1,4,0,206
2,0.5,20,10,2,10,0,2,0.999721170831618,1,4,0,206
3,0.6,50,30,1,20,0,1,1.31634252538258,1,4,0,206
4,0.5,40,20,1,20,0,1,1.63303372977633,1,4,0,206
5,0.5,20,10,1,10,0,1,1.81620795752217,1,4,0,206
6,0.6,50,30,2,20,0,2,1.68295840598667,1,4,0,206
1,0.5,40,20,1,20,0,2,2.46614078763253,0,4,1,206
2,0.6,50,30,1,20,0,2,1.71627991711532,0,4,1,206
3,0.5,20,10,2,10,0,1,1.04968433573085,0,4,1,206
4,0.6,50,30,2,20,0,1,1.96645297366461,0,4,1,206
5,0.5,20,10,2,10,0,1,1.26638876882952,0,4,1,206
6,0.5,40,20,1,20,0,2,1.46638055790923,0,4,1,206
1,0.6,50,30,1,20,0,2,1.04977357246878,0,4,2,206
2,0.5,20,10,1,10,0,2,1.56624359519707,0,4,2,206
3,0.6,50,30,2,20,0,1,1.71641876149671,0,4,2,206
4,0.5,40,20,2,20,0,1,1.48300881191405,0,4,2,206
5,0.5,20,10,2,10,0,1,0.983035896546966,0,4,2,206
6,0.5,40,20,1,20,0,2,1.94984182574374,0,4,2,206
1,0.6,50,30,1,20,0,1,11.1984416927725,1,2,0,207
2,0.6,50,30,2,20,0,2,8.86556442664398,1,2,0,207
3,0.5,20,10,1,10,0,1,4.78256770302926,1,2,0,207
4,0.5,40,20,2,20,0,2,4.4492790355818,1,2,0,207
5,0.5,40,20,1,20,0,1,4.29927207910766,1,2,0,207
6,0.5,20,10,2,10,0,2,3.1163416130581,1,2,0,207
1,0.5,40,20,2,20,0,1,1.999591449695,0,2,1,207
2,0.5,20,10,2,10,0,1,2.48310432088277,0,2,1,207
3,0.6,50,30,1,20,0,2,4.76575327781079,0,2,1,207
4,0.5,20,10,2,10,0,1,1.99981667980034,0,2,1,207
5,0.5,40,20,1,20,0,1,1.23301251823223,1,2,1,207
6,0.6,50,30,1,20,0,2,3.94932664751546,0,2,1,207
1,0.5,40,20,2,20,0,1,2.68303310255325,0,2,2,207
2,0.5,20,10,2,10,0,1,2.38291598289848,0,2,2,207
3,0.5,40,20,1,20,0,2,3.54942375305201,0,2,2,207
4,0.5,20,10,2,10,0,1,2.43278591964018,0,2,2,207
5,0.6,50,30,1,20,0,2,3.61608359629186,0,2,2,207
6,0.6,50,30,1,20,0,2,4.29931883573712,0,2,2,207
1,0.5,20,10,1,10,1,2,7.78213777011932,0,4,0,207
2,0.5,40,20,1,20,1,2,2.3664108926981,0,4,0,207
3,0.6,50,30,2,20,1,1,7.44893178207761,0,4,0,207
4,0.5,20,10,2,10,1,1,3.13297271807691,0,4,0,207
5,0.6,50,30,1,20,1,2,5.56588351212992,0,4,0,207
6,0.5,40,20,2,20,1,1,1.53296884069788,0,4,0,207
1,0.5,40,20,1,20,1,1,3.21617842101722,1,4,1,207
2,0.5,20,10,2,10,1,2,1.29974135601068,1,4,1,207
3,0.6,50,30,1,20,1,1,1.766295540672,1,4,1,207
4,0.6,50,30,2,20,1,2,3.766226261032,1,4,1,207
5,0.5,20,10,2,10,1,2,2.36631082210699,1,4,1,207
6,0.5,40,20,1,20,1,1,1.06648821219755,1,4,1,207
1,0.5,20,10,2,10,1,2,3.56614837132975,1,4,2,207
2,0.6,50,30,1,20,1,1,1.24973799181417,1,4,2,207
3,0.6,50,30,2,20,1,2,3.71610286914644,1,4,2,207
4,0.5,40,20,2,20,1,2,2.049836579878,1,4,2,207
5,0.5,20,10,1,10,1,1,0.916253459705479,1,4,2,207
6,0.5,40,20,1,20,1,1,1.38305197626588,1,4,2,207
1,0.6,50,30,1,20,1,2,3.54935450155409,0,2,0,208
2,0.5,20,10,2,10,1,1,10.3818333855069,0,2,0,208
3,0.6,50,30,1,20,1,1,3.56600329235283,1,2,0,208
4,0.5,40,20,2,20,1,1,23.6301303313279,0,2,0,208
5,0.5,40,20,1,20,1,2,18.1973877854508,0,2,0,208
6,0.5,20,10,2,10,1,1,3.53292067733289,0,2,0,208
1,0.5,20,10,1,10,1,1,9.2152967251524,1,2,1,208
2,0.5,20,10,2,10,1,2,2.38291563103524,1,2,1,208
3,0.5,40,20,1,20,1,1,2.4327992810879,1,2,1,208
4,0.6,50,30,1,20,1,1,2.0162453720889,1,2,1,208
5,0.5,40,20,2,20,1,2,2.01626818021384,1,2,1,208
6,0.6,50,30,2,20,1,2,1.5329853953874,1,2,1,208
1,0.6,50,30,2,20,1,2,2.71631368242309,1,2,2,208
2,0.5,40,20,2,20,1,2,4.34967792076571,1,2,2,208
3,0.5,40,20,1,20,1,1,1.16655433665135,1,2,2,208
4,0.5,20,10,2,10,1,2,2.7661596990696,1,2,2,208
5,0.5,20,10,1,10,1,1,3.26596953632793,1,2,2,208
6,0.6,50,30,1,20,1,1,0.999714328235147,1,2,2,208
1,0.5,40,20,2,20,0,2,4.43264618154925,1,4,0,208
2,0.6,50,30,2,20,0,2,2.48319126722512,1,4,0,208
3,0.6,50,30,1,20,0,1,1.43307839551683,1,4,0,208
4,0.5,40,20,1,20,0,1,7.81548683087376,1,4,0,208
5,0.5,20,10,2,10,0,2,1.99958033050113,1,4,0,208
6,0.5,20,10,1,10,0,1,2.3829583962695,1,4,0,208
1,0.6,50,30,2,20,0,1,1.54981465547472,0,4,1,208
2,0.5,40,20,1,20,0,2,1.98291015708526,0,4,1,208
3,0.6,50,30,1,20,0,2,1.29965343054156,0,4,1,208
4,0.5,40,20,1,20,0,2,2.4495065177068,0,4,1,208
5,0.5,20,10,2,10,0,1,0.916255407663872,0,4,1,208
6,0.5,20,10,2,10,0,1,1.31617449584065,0,4,1,208
1,0.5,40,20,1,20,0,2,1.34902959981434,0,4,2,208
2,0.5,20,10,2,10,0,1,1.26648728076403,0,4,2,208
3,0.6,50,30,1,20,0,2,1.51643239871339,0,4,2,208
4,0.6,50,30,1,20,0,2,1.0832978381889,0,4,2,208
5,0.5,20,10,2,10,0,1,0.849766302249851,0,4,2,208
6,0.5,40,20,2,20,0,1,1.0997182626367,0,4,2,208
1,0.5,40,20,2,20,0,1,7.33218494424269,0,2,0,209
2,0.5,20,10,1,10,0,2,1.59972225405856,0,2,0,209
3,0.5,20,10,1,10,0,2,1.98298542389756,0,2,0,209
4,0.5,40,20,2,20,0,1,2.39952165659973,0,2,0,209
5,0.6,50,30,1,20,0,1,1.26655513493572,1,2,0,209
6,0.6,50,30,2,20,0,2,1.01646860661173,1,2,0,209
1,0.6,50,30,2,20,0,1,3.09946737326238,0,2,1,209
2,0.5,40,20,2,20,0,1,1.79962320977602,0,2,1,209
3,0.5,20,10,1,10,0,2,1.38299973599595,0,2,1,209
4,0.5,20,10,1,10,0,2,2.48295035640546,0,2,1,209
5,0.5,40,20,1,20,0,2,1.44968926780787,0,2,1,209
6,0.6,50,30,2,20,0,1,1.88283637280108,0,2,1,209
1,0.5,40,20,2,20,0,1,1.8998235791536,0,2,2,209
2,0.6,50,30,2,20,0,1,1.01657551969738,0,2,2,209
3,0.6,50,30,1,20,0,2,3.39959606810734,0,2,2,209
4,0.5,20,10,1,10,0,2,1.84960835598465,0,2,2,209
5,0.5,40,20,1,20,0,2,1.44970523349533,0,2,2,209
6,0.5,20,10,2,10,0,1,1.61625244260763,0,2,2,209
1,0.5,40,20,1,20,1,2,2.84960122844561,0,4,0,209
2,0.5,40,20,2,20,1,1,4.21605366979879,0,4,0,209
3,0.5,20,10,2,10,1,1,1.3996850197946,0,4,0,209
4,0.5,20,10,1,10,1,2,1.9996282275635,0,4,0,209
5,0.6,50,30,2,20,1,1,1.04986340784178,0,4,0,209
6,0.6,50,30,1,20,1,2,1.76635927016281,0,4,0,209
1,0.5,40,20,2,20,1,2,2.26643425187354,1,4,1,209
2,0.6,50,30,2,20,1,2,1.56636793725029,1,4,1,209
3,0.5,20,10,1,10,1,1,2.89945978956084,1,4,1,209
4,0.5,40,20,2,20,1,2,4.43258374430723,1,4,1,209
5,0.6,50,30,1,20,1,1,1.73298043462022,1,4,1,209
6,0.5,20,10,1,10,1,1,1.34969360135161,1,4,1,209
1,0.5,40,20,2,20,1,2,1.63297621511711,1,4,2,209
2,0.6,50,30,2,20,1,2,1.44976852604203,1,4,2,209
3,0.5,40,20,2,20,1,2,0.949706659003137,1,4,2,209
4,0.5,20,10,1,10,1,1,1.33310183086521,1,4,2,209
5,0.5,20,10,1,10,1,1,3.96597284350604,1,4,2,209
6,0.6,50,30,1,20,1,1,1.46638253445025,1,4,2,209
1,0.5,40,20,2,20,1,1,10.0318837629529,0,2,0,210
2,0.6,50,30,2,20,1,2,7.53225867150655,1,2,0,210
3,0.5,40,20,1,20,1,2,2.0330620877075,0,2,0,210
4,0.6,50,30,2,20,1,2,2.43286799056428,1,2,0,210
5,0.5,20,10,1,10,1,1,3.44940217053521,1,2,0,210
6,0.5,20,10,1,10,1,1,0.96644240577821,1,2,0,210
1,0.5,40,20,1,20,1,1,5.03254177735735,1,2,1,210
2,0.5,40,20,2,20,1,2,2.1495568666426,1,2,1,210
3,0.5,20,10,1,10,1,2,2.18281767013863,0,2,1,210
4,0.6,50,30,1,20,1,1,1.06639074537523,1,2,1,210
5,0.6,50,30,2,20,1,2,1.18303292181774,1,2,1,210
6,0.5,20,10,2,10,1,1,1.49987883183627,0,2,1,210
1,0.6,50,30,1,20,1,1,0.933089514477742,1,2,2,210
2,0.6,50,30,1,20,1,1,0.683341116605969,1,2,2,210
3,0.5,20,10,2,10,1,1,1.33298636473271,0,2,2,210
4,0.5,40,20,2,20,1,2,3.51615014816728,1,2,2,210
5,0.5,40,20,2,20,1,2,0.81650692426163,1,2,2,210
6,0.5,20,10,1,10,1,2,3.16607736173857,0,2,2,210
1,0.6,50,30,1,20,0,1,1.99954697361841,1,4,0,210
2,0.6,50,30,2,20,0,2,0.933094931407415,1,4,0,210
3,0.5,40,20,1,20,0,1,3.43280811923632,1,4,0,210
4,0.5,20,10,2,10,0,1,1.43300455421235,0,4,0,210
5,0.5,20,10,1,10,0,2,3.8493189778995,0,4,0,210
6,0.5,40,20,2,20,0,2,1.71623699010298,1,4,0,210
1,0.5,40,20,1,20,0,2,3.78265852644688,0,4,1,210
2,0.5,40,20,2,20,0,1,2.26615798846023,0,4,1,210
3,0.5,20,10,1,10,0,2,8.03220706812388,0,4,1,210
4,0.6,50,30,2,20,0,2,1.4330034138061,1,4,1,210
5,0.6,50,30,2,20,0,2,1.08355271898508,1,4,1,210
6,0.5,20,10,1,10,0,1,3.86598687050288,1,4,1,210
1,0.6,50,30,2,20,0,1,4.96590327872498,0,4,2,210
2,0.5,40,20,2,20,0,1,2.09955318883246,0,4,2,210
3,0.6,50,30,2,20,0,1,2.21624782396233,0,4,2,210
4,0.5,20,10,1,10,0,2,3.34937086638373,0,4,2,210
5,0.5,20,10,1,10,0,2,1.53309829560584,0,4,2,210
6,0.5,40,20,1,20,0,2,3.48277188282782,0,4,2,210
1,0.5,40,20,2,20,0,2,16.4476864293367,1,2,0,211
2,0.5,20,10,1,10,0,2,3.38291363532431,0,2,0,211
3,0.6,50,30,2,20,0,2,1.06638019661744,1,2,0,211
4,0.5,20,10,1,10,0,2,3.09970514796486,0,2,0,211
5,0.6,50,30,1,20,0,1,1.03303870937944,1,2,0,211
6,0.5,40,20,2,20,0,1,13.3982358485563,0,2,0,211
1,0.5,40,20,1,20,0,2,2.09979752087086,0,2,1,211
2,0.6,50,30,2,20,0,1,2.19953631082,0,2,1,211
3,0.6,50,30,2,20,0,1,1.66654806441699,0,2,1,211
4,0.5,40,20,1,20,0,2,1.94961884772212,0,2,1,211
5,0.5,20,10,1,10,0,2,1.94965762153452,0,2,1,211
6,0.5,20,10,2,10,0,1,1.03304384120755,0,2,1,211
1,0.5,40,20,2,20,0,1,1.54972769949839,0,2,2,211
2,0.5,20,10,1,10,0,1,4.78280250273555,1,2,2,211
3,0.6,50,30,2,20,0,1,2.31630279154343,0,2,2,211
4,0.6,50,30,1,20,0,2,2.31609466740337,0,2,2,211
5,0.5,20,10,2,10,0,1,1.73302063394043,0,2,2,211
6,0.5,40,20,1,20,0,2,2.34956245463321,0,2,2,211
1,0.6,50,30,2,20,1,1,5.43251703054179,0,4,0,211
2,0.5,20,10,2,10,1,1,0.883099521542559,0,4,0,211
3,0.6,50,30,2,20,1,1,1.79961779284635,0,4,0,211
4,0.5,40,20,1,20,1,2,1.64984054269652,0,4,0,211
5,0.5,20,10,1,10,1,2,0.8666266384074,0,4,0,211
6,0.5,40,20,1,20,1,2,1.0996891822774,0,4,0,211
1,0.5,20,10,2,10,1,2,2.61618031191251,1,4,1,211
2,0.5,40,20,2,20,1,2,4.96592437624055,1,4,1,211
3,0.6,50,30,1,20,1,1,0.766427124334502,1,4,1,211
4,0.5,20,10,2,10,1,2,1.79951030955757,1,4,1,211
5,0.5,40,20,1,20,1,1,1.1831121800519,1,4,1,211
6,0.6,50,30,1,20,1,1,2.91611912911737,1,4,1,211
1,0.5,20,10,1,10,1,1,0.616360210997964,1,4,2,211
2,0.5,40,20,1,20,1,1,1.59962332381664,1,4,2,211
3,0.5,20,10,2,10,1,2,1.39975686538816,1,4,2,211
4,0.6,50,30,2,20,1,2,0.783378692991805,1,4,2,211
5,0.6,50,30,1,20,1,1,1.16644913417507,1,4,2,211
6,0.5,40,20,2,20,1,1,1.66641178587048,0,4,2,211
1,0.5,20,10,2,10,1,1,5.96569429928023,0,2,0,212
2,0.5,20,10,2,10,1,1,2.18309022723165,0,2,0,212
3,0.6,50,30,1,20,1,2,0.79982791269734,0,2,0,212
4,0.5,40,20,1,20,1,2,1.38323722559687,0,2,0,212
5,0.6,50,30,2,20,1,1,1.98291585911649,0,2,0,212
6,0.5,40,20,1,20,1,2,1.21642287632123,0,2,0,212
1,0.5,40,20,1,20,1,1,11.7982715432719,1,2,1,212
2,0.5,40,20,2,20,1,2,2.68291717058368,1,2,1,212
3,0.5,20,10,2,10,1,2,1.64968145602508,1,2,1,212
4,0.6,50,30,2,20,1,2,5.46549558349171,1,2,1,212
5,0.6,50,30,1,20,1,1,3.54940011780397,1,2,1,212
6,0.5,20,10,1,10,1,1,1.14972992329057,1,2,1,212
1,0.6,50,30,2,20,1,2,11.1985598379711,1,2,2,212
2,0.5,20,10,1,10,1,1,1.48300737671781,1,2,2,212
3,0.5,40,20,1,20,1,1,1.84967050812511,1,2,2,212
4,0.6,50,30,1,20,1,2,6.38236196380237,0,2,2,212
5,0.5,20,10,2,10,1,2,1.21639123004788,1,2,2,212
6,0.5,40,20,2,20,1,2,5.16585640802823,1,2,2,212
1,0.5,20,10,1,10,0,1,9.91545911900196,1,4,0,212
2,0.5,40,20,2,20,0,2,2.3163141956059,1,4,0,212
3,0.6,50,30,1,20,0,2,2.56630236389109,0,4,0,212
4,0.5,20,10,2,10,0,2,2.04959142095189,1,4,0,212
5,0.5,40,20,2,20,0,2,2.88299517437097,1,4,0,212
6,0.6,50,30,1,20,0,1,6.64912750369064,1,4,0,212
1,0.6,50,30,1,20,0,2,1.86638515738462,0,4,1,212
2,0.5,40,20,2,20,0,2,2.93278645151762,1,4,1,212
3,0.5,40,20,1,20,0,2,3.84951911919583,0,4,1,212
4,0.6,50,30,1,20,0,2,1.63304207357787,0,4,1,212
5,0.5,20,10,2,10,0,2,1.41637828643698,1,4,1,212
6,0.5,20,10,2,10,0,2,1.03303870937944,1,4,1,212
1,0.5,40,20,2,20,0,1,1.19973702231946,0,4,2,212
2,0.6,50,30,2,20,0,1,0.999565790321486,0,4,2,212
3,0.5,40,20,1,20,0,2,1.73315577208069,0,4,2,212
4,0.5,20,10,1,10,0,2,2.93286029282211,0,4,2,212
5,0.5,20,10,1,10,0,2,0.883134018831528,0,4,2,212
6,0.6,50,30,2,20,0,1,1.69963381555411,0,4,2,212
1,0.5,40,20,2,20,0,1,21.1473156832658,0,2,0,213
2,0.5,20,10,1,10,0,2,1.63298220224991,0,2,0,213
3,0.5,40,20,2,20,0,2,4.4326898020882,1,2,0,213
