id,Observee2,Observee4,Session_1,Session_2,Session_3,Session_4,Seeking_contagion,Second_contagion,Averse_contagion,First_contagion,Obs_averse,Obs_seeking,Domain
5,-0.232142857142857,0.303571428571429,0.0535714285714285,0.0178571428571428,0.0178571428571428,0.0357142857142857,0.0178571428571428,0.0178571428571428,0.0357142857142857,0.0357142857142857,-0.232142857142857,0.303571428571429,2
6,0.303571428571429,-0.25,0.0892857142857142,0.214285714285714,0.196428571428571,-0.0892857142857143,0.125,0.285714285714286,0.285714285714286,0.125,-0.25,0.303571428571429,2
7,-0.232142857142857,0.321428571428571,0.375,0.0892857142857142,0.0535714285714285,0.0892857142857142,0.0357142857142857,0.0357142857142857,0.285714285714286,0.285714285714286,-0.232142857142857,0.321428571428571,2
8,0.303571428571429,-0.232142857142857,-0.160714285714286,-0.0357142857142858,-0.0535714285714286,-0.196428571428571,0.125,0.142857142857143,0.142857142857143,0.125,-0.232142857142857,0.303571428571429,2
9,-0.232142857142857,0.339285714285714,-0.160714285714286,-0.321428571428571,-0.0892857142857143,-0.267857142857143,-0.178571428571429,-0.178571428571429,0.160714285714286,0.160714285714286,-0.232142857142857,0.339285714285714,2
10,0.321428571428571,-0.232142857142857,0.0892857142857142,0.196428571428571,0.232142857142857,0.0535714285714285,0.107142857142857,0.178571428571429,0.178571428571429,0.107142857142857,-0.232142857142857,0.321428571428571,2
11,-0.25,0.321428571428571,0.125,-0.142857142857143,-0.0535714285714286,0.0892857142857142,0.142857142857143,0.142857142857143,0.267857142857143,0.267857142857143,-0.25,0.321428571428571,2
12,0.321428571428571,-0.232142857142857,-0.375,-0.392857142857143,-0.410714285714286,-0.410714285714286,-0.0178571428571429,0,0,-0.0178571428571429,-0.232142857142857,0.321428571428571,2
13,-0.232142857142857,0.339285714285714,-0.0178571428571429,-0.267857142857143,-0.303571428571429,-0.267857142857143,0.0357142857142857,0.0357142857142857,0.25,0.25,-0.232142857142857,0.339285714285714,2
14,0.321428571428571,-0.232142857142857,-0.303571428571429,-0.357142857142857,-0.410714285714286,-0.410714285714286,-0.0535714285714285,0,0,-0.0535714285714285,-0.232142857142857,0.321428571428571,2
15,-0.232142857142857,0.303571428571429,0.0535714285714285,-0.160714285714286,-0.0892857142857143,0.0357142857142857,0.125,0.125,0.214285714285714,0.214285714285714,-0.232142857142857,0.303571428571429,2
16,0.321428571428571,-0.232142857142857,-0.125,-0.0535714285714286,-0.0178571428571429,-0.142857142857143,0.0714285714285714,0.125,0.125,0.0714285714285714,-0.232142857142857,0.321428571428571,2
17,-0.232142857142857,0.321428571428571,0.0535714285714285,-0.0892857142857143,-0.125,0,0.125,0.125,0.142857142857143,0.142857142857143,-0.232142857142857,0.321428571428571,2
18,0.303571428571429,-0.232142857142857,-0.0178571428571429,0.125,0.160714285714286,-0.107142857142857,0.142857142857143,0.267857142857143,0.267857142857143,0.142857142857143,-0.232142857142857,0.303571428571429,2
19,-0.232142857142857,0.339285714285714,0.0178571428571428,-0.0535714285714286,-0.0892857142857143,0,0.0892857142857143,0.0892857142857143,0.0714285714285715,0.0714285714285715,-0.232142857142857,0.339285714285714,2
20,0.321428571428571,-0.232142857142857,0.0892857142857142,0.0535714285714285,0.0535714285714285,0.0535714285714285,-0.0357142857142857,0,0,-0.0357142857142857,-0.232142857142857,0.321428571428571,2
21,-0.25,0.321428571428571,0.160714285714286,-0.0714285714285715,-0.125,-0.142857142857143,-0.0178571428571429,-0.0178571428571429,0.232142857142857,0.232142857142857,-0.25,0.321428571428571,2
22,0.303571428571429,-0.232142857142857,-0.0178571428571429,0.25,0.303571428571429,0.357142857142857,0.267857142857143,-0.0535714285714286,-0.0535714285714286,0.267857142857143,-0.232142857142857,0.303571428571429,2
23,-0.232142857142857,0.303571428571429,0.125,-0.0357142857142858,0.0892857142857142,0.0178571428571428,-0.0714285714285714,-0.0714285714285714,0.160714285714286,0.160714285714286,-0.232142857142857,0.303571428571429,2
24,0.321428571428571,-0.232142857142857,0.0535714285714285,0.0714285714285715,0.0892857142857142,0.0714285714285715,0.0178571428571429,0.0178571428571428,0.0178571428571428,0.0178571428571429,-0.232142857142857,0.321428571428571,2
